"","Gender","DriverAge","CarAge","Area","Leasing","Power","Fract","Contract","Exposure"
"18083",1,28,2,3,2,4,3,3,5.47
"18084",1,33,8,1,2,2,3,2,5.81
"18085",1,42,6,1,1,3,3,2,5.59
"18086",1,42,6,1,2,2,3,3,3.76
"18087",1,51,9,1,2,2,3,3,3.51
"18088",1,41,7,1,2,2,3,2,4.78
"18089",2,48,3,2,2,2,1,1,1.36
"18090",2,57,7,1,2,1,3,2,0.08
"18091",1,41,5,2,2,2,2,2,0.42
"18092",1,24,6,2,2,2,2,1,2.74
"18093",1,58,8,2,1,2,3,2,2
"18094",1,45,8,4,2,2,3,2,2.9
"18095",1,18,3,3,2,3,2,1,2.86
"18096",1,37,9,2,2,3,1,2,5.77
"18097",2,37,1,1,2,1,3,2,4.52
"18098",1,64,3,2,2,3,3,3,2.41
"18099",1,55,2,1,2,3,3,1,3.31
"18100",1,18,3,4,2,2,3,3,3.76
"18101",2,52,2,2,1,3,3,1,2.4
"18102",1,21,4,2,1,3,3,3,5.59
"18103",1,71,8,3,2,3,3,2,1.7
"18104",1,59,4,2,1,2,3,1,2.51
"18105",1,53,3,3,1,1,1,1,4.05
"18106",2,37,9,1,1,3,3,1,3.9
"18107",2,29,4,4,2,3,2,1,3.99
"18108",1,31,9,1,2,3,3,2,4.69
"18109",1,42,5,2,1,2,1,2,3.2
"18110",1,56,5,3,2,3,1,2,2.01
"18111",1,68,5,1,2,2,3,2,6.87
"18112",2,31,7,3,2,3,1,2,6.98
"18113",1,48,6,2,2,2,2,2,2.65
"18114",1,59,4,3,1,4,2,3,4.67
"18115",1,76,6,2,1,2,3,2,4.95
"18116",2,64,8,1,2,2,3,3,3.13
"18117",1,50,10,1,1,3,3,2,1.58
"18118",1,60,4,3,1,3,1,1,3.81
"18119",1,42,4,3,1,2,3,3,2.69
"18120",2,62,3,2,2,3,1,3,3.26
"18121",1,41,1,3,2,1,1,2,2.16
"18122",1,44,0,2,2,1,1,2,5.53
"18123",1,59,2,1,2,3,3,2,1.53
"18124",2,18,6,3,1,2,3,2,3.75
"18125",2,45,5,1,1,2,2,1,0.08
"18126",1,59,4,3,2,2,3,1,3.4
"18127",2,26,8,3,2,2,2,2,0.37
"18128",1,49,6,4,2,2,1,3,4.23
"18129",1,39,4,3,1,2,3,1,6
"18130",2,18,6,1,1,3,3,1,2.73
"18131",2,25,7,3,2,3,2,2,3.23
"18132",1,63,4,4,2,1,3,2,3.6
"18133",1,39,3,1,1,2,2,2,4.24
"18134",1,54,2,2,2,3,3,1,1.81
"18135",1,46,6,2,1,2,3,1,4.51
"18136",1,43,2,3,2,2,3,2,0.08
"18137",1,47,7,3,2,4,1,2,1.13
"18138",1,29,4,4,2,2,3,2,0.08
"18139",1,30,6,3,2,2,2,1,2.51
"18140",1,29,6,3,2,1,2,2,2.54
"18141",2,62,3,4,2,3,1,3,2.59
"18142",2,50,5,4,2,2,2,1,3.13
"18143",2,28,3,1,2,2,3,1,2.37
"18144",2,51,8,4,2,3,2,1,1.87
"18145",1,55,3,4,1,2,3,2,4.35
"18146",1,55,6,1,2,2,3,3,4.89
"18147",2,56,1,2,2,4,3,3,2.15
"18148",1,34,4,1,2,1,1,2,2.9
"18149",2,30,5,3,1,2,3,2,5.52
"18150",1,18,8,2,2,4,2,3,2.48
"18151",1,25,3,3,2,2,3,3,4.39
"18152",2,20,8,1,2,4,1,2,2.05
"18153",1,51,2,4,1,3,1,3,1.61
"18154",1,25,7,4,2,3,3,3,2.65
"18155",2,39,3,3,2,4,1,2,1.98
"18156",1,35,0,1,2,3,3,2,1.11
"18157",2,22,6,1,2,4,1,2,4.81
"18158",1,54,6,4,2,1,3,2,0.93
"18159",1,39,5,2,2,2,1,2,3.18
"18160",1,32,3,3,2,3,3,1,5.49
"18161",2,49,7,2,1,3,3,1,2.82
"18162",2,53,7,4,2,2,3,3,1.43
"18163",1,36,8,2,2,3,3,3,2.16
"18164",2,36,4,3,2,1,3,1,2.16
"18165",2,30,2,3,2,2,2,2,3.67
"18166",2,39,0,1,2,1,3,3,2.87
"18167",1,52,4,2,2,1,3,1,4.2
"18168",1,39,3,2,1,2,3,3,0.08
"18169",2,49,5,2,1,3,3,2,4.84
"18170",1,29,5,2,2,1,3,1,1.1
"18171",1,27,3,3,2,1,1,2,3.55
"18172",2,34,3,1,2,1,1,2,2.13
"18173",2,82,1,1,2,3,1,1,0.58
"18174",2,59,4,2,2,4,1,3,0.7
"18175",2,33,7,1,2,1,3,2,2.46
"18176",2,43,3,3,2,2,2,2,2.01
"18177",1,70,3,3,2,2,3,1,2.89
"18178",1,18,4,3,2,3,3,2,3.64
"18179",1,82,7,1,2,2,3,3,2.27
"18180",1,60,6,4,2,2,2,3,2.16
"18181",1,56,5,4,1,4,2,2,5.38
"18182",1,40,4,2,1,2,1,1,1.1
"18183",1,45,2,1,1,3,2,3,0.33
"18184",2,62,6,3,2,4,1,2,4.08
"18185",1,21,3,2,2,3,2,2,1.23
"18186",2,39,4,1,2,2,3,3,5.25
"18187",1,64,7,3,2,3,3,2,2.37
"18188",2,44,7,1,2,1,1,1,4.37
"18189",2,44,6,4,2,2,2,3,3.42
"18190",1,35,2,3,2,2,3,3,0.25
"18191",1,60,8,2,2,2,3,3,2.78
"18192",1,35,5,3,1,3,3,2,5.45
"18193",1,23,6,1,2,3,3,2,1.15
"18194",1,49,3,3,1,3,2,2,5.16
"18195",2,50,4,4,2,3,1,1,1.2
"18196",2,44,3,3,2,1,3,2,2.49
"18197",1,27,8,2,2,2,1,3,2.25
"18198",2,28,0,3,2,3,3,1,1.27
"18199",1,23,4,4,2,3,1,2,2.8
"18200",1,18,5,2,1,1,3,1,1.74
"18201",1,35,0,1,2,1,1,2,1.21
"18202",1,75,5,2,2,2,3,2,1.3
"18203",2,46,8,2,2,2,3,3,4.24
"18204",1,37,6,4,2,4,3,2,2.73
"18205",1,66,7,4,1,2,2,2,1.16
"18206",1,50,4,1,2,1,3,1,1.47
"18207",1,61,4,2,2,1,2,2,4.58
"18208",2,46,5,1,2,1,3,2,1.56
"18209",2,51,8,4,2,2,2,2,3.27
"18210",1,35,2,2,1,4,2,2,1.1
"18211",1,28,3,2,1,2,3,1,4.91
"18212",2,31,4,3,1,1,3,3,5.25
"18213",1,37,1,3,2,3,1,2,1.73
"18214",1,27,3,1,2,2,3,1,2.71
"18215",2,59,4,3,2,2,3,3,2.49
"18216",2,42,3,2,2,1,3,2,3.78
"18217",1,52,3,2,2,4,3,2,5.8
"18218",2,49,10,1,1,4,2,1,5.42
"18219",1,55,6,2,2,3,3,2,6.11
"18220",1,59,4,3,1,1,3,1,3.25
"18221",1,52,4,3,1,2,2,2,4.14
"18222",1,34,4,4,2,1,2,1,4.28
"18223",1,31,5,4,2,4,2,2,2.77
"18224",2,54,4,3,2,1,2,3,1.87
"18225",1,18,2,2,2,2,1,1,3.07
"18226",1,42,6,2,2,3,2,1,3.12
"18227",1,74,6,3,2,2,1,2,4.46
"18228",1,58,6,1,2,2,1,2,4.51
"18229",2,70,4,2,1,1,3,2,2.58
"18230",1,43,3,1,1,2,3,2,2.95
"18231",1,58,4,4,2,4,3,2,1.37
"18232",1,18,3,1,1,3,3,2,1.66
"18233",1,46,9,2,2,4,1,3,3.18
"18234",1,79,7,2,2,3,1,3,3.84
"18235",1,43,5,2,2,1,2,2,1.6
"18236",2,27,2,4,1,2,3,2,6.12
"18237",1,58,7,2,1,3,1,2,1.98
"18238",1,44,5,2,2,2,3,2,4.88
"18239",1,35,9,3,2,2,1,1,5.78
"18240",1,59,0,4,2,1,3,3,1.39
"18241",2,34,2,2,1,1,3,2,0.89
"18242",1,48,4,2,2,3,3,2,4.18
"18243",1,62,4,3,2,2,3,2,0.75
"18244",1,43,8,1,2,1,1,3,5.23
"18245",1,30,2,4,1,3,3,2,3.73
"18246",1,34,4,2,2,1,3,2,7.24
"18247",1,48,1,2,2,2,1,3,1.2
"18248",2,26,9,2,2,2,2,3,2.42
"18249",1,31,4,3,2,2,3,1,4.77
"18250",2,36,4,3,2,3,3,1,5.02
"18251",1,18,6,1,2,1,3,2,3.68
"18252",2,36,7,4,2,2,1,2,3.12
"18253",2,46,4,4,2,4,1,2,3.54
"18254",1,49,2,2,2,1,3,3,1.98
"18255",2,41,6,4,2,4,1,3,2.77
"18256",1,38,11,2,1,4,1,1,2.82
"18257",2,49,6,2,2,2,3,1,3.55
"18258",2,51,3,1,1,3,3,1,2.93
"18259",1,37,8,1,2,1,2,1,2.3
"18260",1,54,8,3,2,1,1,3,3.51
"18261",1,64,5,2,2,2,3,2,3.27
"18262",2,42,0,3,2,3,1,2,1.92
"18263",2,55,6,4,2,2,3,2,0.4
"18264",1,52,5,4,2,3,1,1,3.46
"18265",2,54,1,2,1,3,3,1,2.53
"18266",2,62,3,1,1,2,1,1,1.57
"18267",2,40,6,1,1,2,3,1,2.44
"18268",1,27,9,1,2,2,3,3,2.27
"18269",1,23,5,3,2,4,3,1,1.09
"18270",2,60,8,1,2,2,1,2,2.62
"18271",1,50,3,4,2,1,3,2,2.27
"18272",1,39,6,2,1,3,3,2,3.83
"18273",1,30,3,1,1,3,3,3,2.42
"18274",1,41,5,1,2,2,2,2,2.49
"18275",1,47,4,1,1,2,3,1,0.98
"18276",1,27,5,2,2,3,2,2,2.6
"18277",1,18,10,2,1,2,3,1,3.14
"18278",1,48,6,1,2,2,3,2,0.08
"18279",2,47,5,2,1,3,2,2,2.41
"18280",1,18,8,2,2,1,1,2,3.65
"18281",1,43,1,4,2,3,3,2,3.21
"18282",1,32,0,2,2,1,2,3,4.57
"18283",2,45,0,2,2,1,2,1,4.47
"18284",1,46,5,3,1,1,2,2,0.32
"18285",1,68,6,3,2,4,2,3,2.55
"18286",1,25,4,1,2,2,3,3,1.99
"18287",1,27,6,2,2,4,2,2,3.45
"18288",2,82,6,4,2,3,2,2,1.91
"18289",1,59,5,4,2,1,3,2,4.22
"18290",1,30,4,1,2,2,2,1,4.66
"18291",1,31,5,3,1,2,1,2,2.3
"18292",1,33,3,2,2,3,3,3,3.18
"18293",2,35,4,2,2,2,1,2,1.73
"18294",2,65,10,3,2,2,3,2,3.58
"18295",2,66,4,1,2,3,3,1,4.33
"18296",1,40,4,3,2,3,2,2,3.02
"18297",1,62,6,1,2,3,3,3,3.45
"18298",1,28,8,4,2,3,1,2,1.59
"18299",2,39,3,2,2,2,3,3,0.08
"18300",1,34,7,1,2,2,3,3,3.96
"18301",1,49,3,1,2,2,3,1,1.61
"18302",2,50,5,2,2,2,3,2,1.85
"18303",1,39,5,1,2,4,3,2,3.71
"18304",1,40,11,1,2,3,3,1,5.59
"18305",1,21,1,4,1,3,2,3,1.79
"18306",2,33,9,4,2,1,3,3,3.84
"18307",1,46,7,2,2,3,1,2,3.97
"18308",2,40,8,1,1,2,1,3,2.27
"18309",2,46,2,1,2,2,2,1,4.73
"18310",1,61,4,1,2,2,3,2,3.51
"18311",2,31,11,4,2,2,3,2,2.23
"18312",2,45,5,1,2,2,3,1,2.04
"18313",2,39,4,3,2,2,3,1,0.98
"18314",1,44,3,2,1,2,2,1,4.48
"18315",2,50,6,4,2,3,3,2,3.24
"18316",1,51,7,3,2,4,1,1,3.79
"18317",1,70,5,1,1,3,3,2,2.47
"18318",2,45,8,2,2,2,2,1,4.06
"18319",2,18,10,2,1,4,3,1,4.58
"18320",1,42,0,2,1,3,1,3,5.85
"18321",1,44,0,1,2,3,2,2,5.14
"18322",1,38,6,3,1,3,2,1,2.22
"18323",1,49,6,1,2,1,2,2,2.04
"18324",1,44,5,2,1,1,2,3,1.52
"18325",1,34,3,4,2,2,1,2,2.76
"18326",2,50,4,4,1,4,3,2,5.11
"18327",2,59,7,3,1,1,3,3,0.71
"18328",1,45,4,2,2,4,2,2,2.1
"18329",1,18,2,1,2,1,1,1,3.86
"18330",2,41,5,1,1,4,1,2,3.22
"18331",2,31,8,1,1,1,1,3,3.9
"18332",2,46,5,3,2,1,3,1,4.88
"18333",1,47,3,2,2,1,3,1,2.11
"18334",1,57,5,3,1,2,1,2,4.19
"18335",2,49,4,2,1,2,3,2,2.01
"18336",2,34,7,2,2,2,1,2,1.76
"18337",1,43,8,3,2,3,3,1,4.62
"18338",1,44,7,1,2,2,3,2,1.69
"18339",1,41,8,3,2,1,3,2,3.48
"18340",1,40,10,1,2,3,2,2,2.77
"18341",1,31,0,2,2,1,3,2,3.34
"18342",2,51,3,1,2,2,1,1,0.13
"18343",1,55,2,2,2,4,3,2,2.62
"18344",1,33,3,4,2,1,1,2,1.73
"18345",1,51,6,4,2,1,2,3,3.15
"18346",2,34,4,1,2,3,3,1,2.5
"18347",1,36,0,1,2,2,3,2,2.66
"18348",1,44,0,3,2,1,3,3,2.24
"18349",1,55,3,2,2,3,1,3,2.81
"18350",1,48,6,1,2,2,3,2,0.56
"18351",1,44,2,3,2,1,3,2,1.72
"18352",1,50,3,1,1,3,2,2,3.28
"18353",2,47,3,2,1,2,1,1,4.3
"18354",2,18,7,4,2,2,3,2,1.76
"18355",1,49,6,3,2,2,2,2,1.67
"18356",2,50,6,3,2,4,3,2,0.5
"18357",1,69,3,2,1,2,3,2,2.57
"18358",2,63,7,2,1,1,3,3,1.74
"18359",1,34,2,1,2,1,2,1,2.23
"18360",2,66,2,2,1,2,3,2,3.33
"18361",2,56,3,3,2,1,1,2,3.45
"18362",2,25,6,2,2,3,3,1,5.47
"18363",1,33,3,4,1,2,3,3,5.69
"18364",2,82,6,1,2,1,3,2,0.08
"18365",1,56,4,1,2,1,3,1,2.69
"18366",2,25,4,2,1,1,3,1,0.08
"18367",2,37,7,2,2,3,3,2,1.76
"18368",1,59,4,2,1,3,3,2,2.28
"18369",2,30,7,2,2,1,3,2,1.15
"18370",1,25,6,4,2,3,2,2,3.79
"18371",2,28,0,3,1,3,2,2,0.77
"18372",1,22,3,2,2,2,3,1,1.68
"18373",2,41,6,2,2,2,3,2,3.67
"18374",1,41,6,3,2,2,3,1,2.52
"18375",1,18,5,1,1,2,3,3,3.69
"18376",1,46,6,3,2,2,1,1,4.41
"18377",1,53,4,3,2,3,3,3,6.1
"18378",2,43,8,2,2,4,3,1,3.79
"18379",1,31,3,1,2,2,3,2,4.21
"18380",1,29,7,1,2,4,3,1,1.04
"18381",1,49,7,1,1,3,3,2,0.92
"18382",2,51,7,2,2,3,3,2,3.17
"18383",1,36,6,4,2,3,3,1,1.37
"18384",2,58,9,2,2,4,2,1,5.4
"18385",1,46,3,1,2,1,3,1,2.62
"18386",2,59,3,4,2,3,3,2,2.31
"18387",1,42,2,1,2,3,2,2,2.21
"18388",2,44,0,3,2,2,3,2,0.67
"18389",1,27,5,1,2,3,3,1,1.83
"18390",1,49,6,2,1,3,3,2,1.29
"18391",1,47,2,4,1,3,3,1,3.86
"18392",1,55,6,3,2,3,3,3,4.52
"18393",2,54,5,4,1,2,3,2,2.39
"18394",1,36,4,2,2,2,3,1,3.25
"18395",2,55,1,3,2,2,2,2,3.63
"18396",2,51,6,2,1,1,3,2,3.16
"18397",2,63,2,3,2,3,2,2,2.18
"18398",1,49,4,4,2,3,2,1,5.48
"18399",2,53,2,2,2,2,3,3,3.51
"18400",2,57,5,1,2,3,3,3,2.06
"18401",2,31,9,3,2,2,3,2,3.82
"18402",2,72,3,4,2,1,1,2,1.73
"18403",1,36,13,2,2,3,3,2,4.76
"18404",1,35,5,3,2,2,1,2,1.43
"18405",1,26,1,3,2,2,3,2,3.69
"18406",1,46,1,1,2,2,2,2,3.09
"18407",1,37,0,1,1,2,3,1,3.89
"18408",1,53,4,3,1,4,3,1,1.61
"18409",1,43,1,2,2,3,2,1,2.61
"18410",1,18,4,3,2,4,1,2,2.5
"18411",2,34,8,3,2,2,1,2,7.21
"18412",1,51,10,3,2,3,3,2,2.67
"18413",2,31,6,1,2,2,3,1,1.25
"18414",1,22,5,2,2,2,1,2,3.57
"18415",2,66,2,3,1,3,2,1,2.77
"18416",1,35,4,1,2,4,3,2,2.6
"18417",1,28,4,1,1,3,3,1,2.69
"18418",2,53,5,2,1,3,2,3,3.64
"18419",1,31,8,1,1,4,2,2,3.75
"18420",2,18,3,1,2,2,3,2,2.51
"18421",2,67,4,3,2,2,3,2,2.49
"18422",1,56,7,3,2,3,3,1,4.26
"18423",1,24,6,1,2,3,1,3,2.57
"18424",2,37,0,2,2,4,1,1,3.03
"18425",1,41,4,2,2,4,1,2,1.31
"18426",1,47,8,1,2,2,3,2,3.09
"18427",1,40,8,2,2,1,2,3,2.68
"18428",2,41,10,2,2,3,3,1,1.2
"18429",2,22,2,2,2,3,1,2,3.87
"18430",1,26,4,4,1,2,3,2,4.44
"18431",1,37,5,4,2,1,3,2,1.65
"18432",2,45,6,1,1,1,3,1,3.8
"18433",1,49,7,1,2,3,3,1,4.35
"18434",2,70,6,4,2,3,3,2,3.83
"18435",1,18,10,4,2,3,3,2,2.96
"18436",1,48,5,1,2,3,3,3,2.41
"18437",2,39,4,2,2,2,3,2,4.79
"18438",2,57,8,2,2,1,3,3,3.78
"18439",1,62,0,4,2,2,3,3,1.83
"18440",1,30,6,1,2,1,2,3,4.51
"18441",1,34,5,4,2,3,3,1,2.08
"18442",2,38,0,2,1,3,3,2,4.05
"18443",2,47,7,2,2,2,3,2,4.69
"18444",1,51,10,4,2,2,1,2,6.7
"18445",2,49,7,3,2,3,1,3,4.72
"18446",1,35,1,2,2,2,2,2,4.21
"18447",1,61,2,2,1,3,2,2,2.38
"18448",2,49,11,1,1,3,3,1,0.08
"18449",1,18,6,2,2,3,3,1,1.59
"18450",2,47,5,2,2,2,2,2,2.73
"18451",1,28,5,3,2,2,3,2,3.21
"18452",1,45,7,3,2,3,3,2,0.45
"18453",2,31,3,1,1,1,3,1,4.58
"18454",2,34,5,4,1,1,3,3,1.16
"18455",1,38,9,2,2,1,2,3,5.28
"18456",1,54,0,2,1,3,3,1,1.52
"18457",1,50,8,3,2,3,3,1,3.26
"18458",1,70,7,1,2,2,1,2,3.8
"18459",1,28,6,3,2,1,2,2,1.79
"18460",2,69,7,3,2,2,3,1,1.77
"18461",1,39,8,3,2,2,3,1,3.26
"18462",2,64,2,3,2,2,3,2,5.68
"18463",2,18,7,4,2,2,3,3,4.88
"18464",1,55,5,4,1,3,3,1,2.63
"18465",1,62,7,3,2,2,3,2,2.25
"18466",2,20,5,3,2,2,3,1,3.45
"18467",1,66,4,2,2,2,1,2,2.76
"18468",2,46,7,1,2,2,3,2,4.58
"18469",2,38,6,2,2,2,3,1,1.86
"18470",2,32,3,3,2,2,3,1,2.32
"18471",2,42,4,3,2,1,1,2,3.2
"18472",2,72,0,3,1,2,3,1,1.99
"18473",2,26,6,3,2,3,3,3,0.09
"18474",2,46,4,1,1,2,3,2,3.95
"18475",1,41,7,2,1,2,2,3,1.57
"18476",1,67,5,1,1,1,3,1,4.82
"18477",2,53,8,3,1,2,2,3,6.07
"18478",1,65,7,2,1,1,3,2,4.1
"18479",2,43,2,2,1,3,2,2,4.72
"18480",2,47,2,2,2,1,1,2,4.09
"18481",1,45,5,2,2,2,3,2,2.56
"18482",2,50,10,1,2,3,2,3,3.76
"18483",2,53,4,1,2,4,3,2,2.58
"18484",1,40,0,4,1,2,2,3,2.45
"18485",1,38,2,2,2,2,1,2,0.77
"18486",1,33,6,1,1,1,3,1,3.17
"18487",1,27,11,4,1,1,3,1,3.33
"18488",2,24,8,3,2,2,3,3,2.69
"18489",1,74,5,1,1,3,3,2,4
"18490",1,32,6,4,2,2,3,2,3.37
"18491",2,77,5,2,2,2,3,3,2.9
"18492",1,21,7,3,2,3,3,1,2.9
"18493",1,18,5,3,2,2,3,2,3.09
"18494",1,38,4,1,2,3,1,1,1.95
"18495",1,47,8,2,1,2,3,1,3.63
"18496",1,32,8,2,1,2,1,2,2.72
"18497",2,39,7,1,2,3,2,2,5.8
"18498",1,42,1,2,2,1,3,2,4.31
"18499",1,28,4,2,2,3,3,1,2.22
"18500",2,42,4,4,1,1,1,3,1.99
"18501",1,54,8,2,1,2,1,1,3.38
"18502",1,65,10,3,2,2,3,3,2.75
"18503",1,31,9,3,2,3,1,2,5.98
"18504",1,34,7,2,2,2,1,1,2.52
"18505",2,20,2,2,2,3,2,1,4.04
"18506",2,33,4,1,2,3,3,3,0.16
"18507",1,67,5,1,2,2,2,2,3.09
"18508",2,29,1,1,2,2,1,1,3.82
"18509",2,34,5,4,2,4,2,1,3.81
"18510",1,59,4,1,2,2,3,1,4.31
"18511",1,64,3,2,1,1,2,2,3.49
"18512",1,43,3,1,2,3,3,2,2.1
"18513",2,23,3,2,1,2,3,3,4.21
"18514",2,37,5,1,2,2,3,2,1.69
"18515",1,37,5,2,2,1,3,1,4.03
"18516",1,36,9,2,2,4,3,2,1.32
"18517",1,45,5,1,2,3,3,2,2.81
"18518",1,72,4,3,1,1,3,1,5.03
"18519",1,37,4,4,2,2,2,3,3.61
"18520",2,33,10,3,2,1,3,2,0.41
"18521",2,37,3,2,1,4,2,2,5.72
"18522",1,23,2,3,2,3,2,2,2.08
"18523",1,49,6,4,2,2,3,1,2.61
"18524",1,51,3,2,2,2,3,3,4.5
"18525",1,21,3,2,1,2,3,2,4.68
"18526",2,29,5,3,2,2,3,2,2.22
"18527",1,24,4,3,2,2,3,2,3.95
"18528",1,52,6,1,2,2,2,2,4.61
"18529",1,31,7,3,1,2,3,2,5.59
"18530",1,35,6,2,1,1,3,3,0.19
"18531",1,44,8,2,2,4,2,1,6.13
"18532",1,63,1,3,2,3,2,2,1.3
"18533",1,49,0,4,1,2,1,3,0.93
"18534",1,27,3,1,1,4,2,1,2.77
"18535",1,23,0,1,2,1,3,2,2.95
"18536",1,38,3,2,2,2,3,2,3.95
"18537",1,49,10,1,2,2,1,3,1.67
"18538",1,69,4,2,2,3,3,2,0.66
"18539",1,27,8,3,2,3,3,1,0.47
"18540",1,39,6,2,1,3,3,2,4.76
"18541",2,61,5,2,2,2,2,1,2.52
"18542",1,48,3,3,2,2,3,2,5.47
"18543",1,43,6,4,1,2,3,3,1.34
"18544",2,59,3,1,2,2,3,2,3.77
"18545",2,30,5,4,1,3,1,2,3.54
"18546",1,20,2,1,2,4,2,1,3.47
"18547",1,26,6,3,1,2,3,2,4.68
"18548",1,49,5,1,1,2,3,2,2.34
"18549",1,22,7,1,1,1,3,2,0.08
"18550",2,22,3,2,2,1,3,2,2.58
"18551",1,44,3,1,2,3,1,2,3.18
"18552",2,58,11,3,2,1,3,2,0.08
"18553",2,71,9,3,2,3,2,2,3.55
"18554",2,48,6,3,1,2,1,2,2.58
"18555",1,80,8,1,1,2,1,1,3.93
"18556",1,40,9,3,1,1,3,1,0.68
"18557",2,59,3,1,2,4,2,2,1.73
"18558",1,39,5,2,2,3,3,3,4.68
"18559",2,45,2,1,1,2,3,2,3.07
"18560",2,41,7,2,2,2,2,3,2.25
"18561",2,22,5,3,2,2,3,2,0.34
"18562",2,57,6,3,2,3,2,2,4.3
"18563",2,42,5,1,2,3,3,2,1.2
"18564",1,52,3,2,2,2,3,2,3.99
"18565",2,34,6,1,2,2,3,2,1.15
"18566",2,63,12,2,1,1,2,2,2.95
"18567",2,43,9,3,2,2,3,1,1.92
"18568",2,41,8,4,1,3,3,2,2.85
"18569",2,33,3,4,2,1,2,2,2.43
"18570",1,60,7,3,1,2,3,1,3.35
"18571",2,79,5,3,2,3,1,1,1.71
"18572",2,23,5,1,2,2,3,1,3.2
"18573",1,73,4,4,2,2,3,2,1.81
"18574",1,54,5,2,1,2,3,2,3.87
"18575",2,33,6,3,2,4,3,1,3.88
"18576",1,69,6,2,2,4,1,1,4.32
"18577",1,55,2,3,2,3,3,3,1.87
"18578",1,34,2,3,2,1,1,1,4.71
"18579",1,43,6,1,2,3,3,2,4.89
"18580",1,33,4,1,2,1,2,3,4.13
"18581",1,30,5,2,2,2,1,2,2.47
"18582",2,26,6,2,2,2,2,3,2.36
"18583",1,50,7,1,1,1,1,3,1.72
"18584",1,54,3,2,2,2,2,2,5.54
"18585",2,39,1,2,2,3,3,1,4.73
"18586",2,65,4,1,2,4,1,2,1.65
"18587",2,33,9,2,1,2,3,2,0.08
"18588",2,59,7,3,1,3,2,3,1.53
"18589",2,52,1,2,2,3,3,1,3.6
"18590",2,41,2,4,2,2,3,2,1.56
"18591",1,31,2,2,2,2,1,2,2.37
"18592",1,39,5,2,1,1,1,2,1.88
"18593",2,65,9,1,2,4,2,2,4.84
"18594",2,48,7,1,2,3,1,2,3.15
"18595",2,41,2,3,2,3,3,1,1.84
"18596",1,18,1,2,2,2,1,3,2.94
"18597",1,51,1,4,2,4,3,3,0.71
"18598",1,59,4,1,2,2,2,1,4.76
"18599",1,49,13,1,1,3,2,3,3.26
"18600",1,73,7,1,2,2,3,3,2.21
"18601",1,18,8,1,1,3,2,2,5
"18602",1,57,4,3,2,1,1,1,1.92
"18603",1,73,5,2,2,3,3,2,2.29
"18604",1,31,9,4,2,3,2,1,1.04
"18605",1,66,5,2,1,2,3,3,4.75
"18606",1,39,4,4,2,3,3,1,6.12
"18607",2,34,3,1,2,2,3,1,0.08
"18608",2,38,5,1,2,2,3,2,2.76
"18609",1,54,7,1,1,3,2,2,2.5
"18610",1,44,4,1,1,2,3,2,0.08
"18611",1,27,5,3,2,2,3,2,3.16
"18612",2,47,3,3,1,3,3,2,2.61
"18613",1,42,2,4,2,3,3,3,1.4
"18614",2,65,7,4,2,4,3,3,4.36
"18615",1,21,1,1,1,3,2,2,1.74
"18616",2,55,2,1,2,2,3,1,3.94
"18617",2,46,5,3,1,2,2,3,2.21
"18618",1,72,8,3,2,3,3,2,3.91
"18619",1,27,4,4,2,2,3,3,2.25
"18620",1,39,8,4,2,2,2,2,3.98
"18621",1,44,6,3,2,2,3,1,1.1
"18622",2,27,4,1,2,2,3,1,2.14
"18623",1,76,6,2,2,3,2,1,2.73
"18624",2,21,5,1,1,2,3,2,4.32
"18625",1,42,8,1,2,4,3,1,1.36
"18626",2,71,8,3,2,3,3,3,2.96
"18627",1,23,6,2,2,3,1,1,4.76
"18628",2,57,10,2,1,3,3,1,0.94
"18629",1,46,1,1,2,3,2,1,3.5
"18630",1,71,8,3,2,3,3,1,3.96
"18631",1,30,5,3,1,2,2,2,3.01
"18632",1,41,4,3,2,2,3,1,2.88
"18633",2,22,8,1,1,4,3,2,4.03
"18634",1,22,4,4,1,3,3,2,0.29
"18635",1,69,0,1,2,2,3,2,3.69
"18636",2,62,2,4,2,2,3,1,2.25
"18637",1,37,11,4,2,3,3,2,0.08
"18638",2,40,1,1,2,1,3,1,2.65
"18639",1,18,7,2,1,3,3,3,4.78
"18640",1,57,8,2,1,2,3,2,2.24
"18641",2,75,6,1,1,1,3,2,2.17
"18642",1,82,1,4,2,4,3,2,3.66
"18643",2,30,3,4,2,2,3,1,2.08
"18644",2,50,1,3,1,3,3,2,3.91
"18645",1,19,5,3,1,2,3,2,3.07
"18646",2,21,6,4,1,3,1,2,3.96
"18647",2,41,1,3,2,3,1,2,6.14
"18648",2,26,12,2,2,1,3,2,3.68
"18649",1,70,3,2,2,3,3,3,4.09
"18650",1,35,4,3,2,4,1,2,1.25
"18651",1,52,4,4,2,2,2,2,2.44
"18652",2,61,13,1,2,1,1,1,4.22
"18653",2,57,6,1,2,1,1,2,1.19
"18654",2,34,7,4,2,2,3,3,1.23
"18655",1,35,5,1,2,3,3,2,5.32
"18656",2,38,4,2,1,1,1,2,4.64
"18657",2,52,9,1,1,1,3,1,2.26
"18658",1,29,9,3,2,2,3,2,1.56
"18659",1,24,8,4,2,4,1,3,2.58
"18660",1,37,8,2,2,2,3,2,4.61
"18661",1,73,5,3,2,2,1,2,1.85
"18662",2,41,6,3,2,1,2,1,3.4
"18663",1,45,6,3,2,1,2,2,4.96
