;Gender;DriverAge;CarAge;Area;Leasing;Power;Fract;Contract;Exposure;Nbclaims
44591;2;18;6;2;2;1;3;1;5.01;0
44592;2;29;5;2;2;2;1;2;1.97;0
44593;1;25;5;2;1;3;3;1;2.6;0
44594;2;62;5;3;1;3;1;1;1.65;0
44595;1;31;8;2;2;1;3;2;5.95;0
44596;1;36;2;1;1;2;3;1;3.13;0
44597;1;56;5;4;1;3;3;1;1.71;0
44598;2;75;1;3;2;3;3;3;3.3;0
44599;2;31;6;3;2;1;2;2;3.76;0
44600;2;52;4;3;2;1;2;2;3.86;0
44601;1;40;7;2;2;3;3;2;4.09;0
44602;1;42;0;1;2;3;1;2;5.68;0
44603;2;38;3;3;2;2;3;1;0.83;0
44604;1;52;4;3;2;1;3;3;3.77;0
44605;1;37;3;3;1;1;3;2;4.12;0
44606;1;30;6;2;1;3;3;3;2.71;0
44607;1;52;3;3;2;2;3;1;5.37;0
44608;2;31;4;3;2;1;3;3;2.89;0
44609;2;49;5;1;2;3;3;3;4.01;0
44610;2;46;5;1;1;2;3;2;3.78;0
44611;2;60;12;1;2;2;2;1;2.28;0
44612;1;20;6;1;2;2;1;3;0.99;0
44613;2;36;6;4;2;2;2;3;0.1;0
44614;1;18;3;3;2;3;3;2;4.11;0
44615;2;27;5;2;2;4;3;1;1.8;0
44616;2;28;9;3;2;1;3;2;4.82;0
44617;2;26;8;4;1;2;3;2;5.19;0
44618;2;43;4;4;2;2;3;1;3.09;0
44619;2;43;4;2;2;2;2;2;5.34;1
44620;2;54;0;2;2;3;3;2;4.35;0
44621;2;47;5;2;1;4;3;2;1.96;0
44622;1;23;6;3;2;3;3;2;3.37;0
44623;1;18;5;1;2;3;3;3;1.95;0
44624;2;46;6;3;2;2;3;3;2.88;0
44625;2;37;6;3;1;4;2;3;2.99;0
44626;1;68;3;3;2;3;3;2;5.85;0
44627;1;45;6;3;1;2;2;2;3.21;0
44628;2;73;8;4;2;2;3;2;3.1;0
44629;2;27;2;1;2;3;2;3;1.08;0
44630;1;38;5;3;2;3;2;2;4.75;0
44631;1;41;1;3;2;2;1;2;3.02;1
44632;2;56;2;4;1;1;3;1;2.36;0
44633;2;47;2;3;2;1;2;3;3.52;0
44634;1;43;6;1;2;3;3;3;3.28;0
44635;2;57;7;4;2;2;3;1;2.64;0
44636;1;44;4;3;1;4;1;2;3.3;0
44637;1;59;8;3;1;3;2;1;3.88;0
44638;1;34;6;2;2;2;3;1;1.62;0
44639;1;61;4;4;1;3;3;3;3.37;0
44640;1;41;2;2;2;3;3;2;4.92;0
44641;1;42;11;2;1;3;2;1;5.04;0
44642;1;43;4;3;2;3;3;3;4.39;0
44643;2;29;0;4;2;3;2;1;3.87;0
44644;2;38;9;3;1;2;3;1;1.06;0
44645;2;60;6;2;2;3;2;1;2.95;0
44646;1;40;6;2;2;2;3;1;4.66;0
44647;1;43;4;4;1;3;2;2;2.87;0
44648;2;46;9;2;2;2;3;1;0.37;0
44649;1;56;4;4;2;4;2;2;6.17;0
44650;1;40;3;2;2;1;1;2;0.29;0
44651;1;53;7;4;2;3;2;2;2.58;0
44652;1;41;2;1;2;2;3;2;3.54;0
44653;1;18;5;3;1;2;3;2;3.08;0
44654;2;37;9;4;2;2;3;2;3.13;0
44655;1;18;4;2;2;2;3;2;3.91;0
44656;2;27;5;1;2;3;2;2;2.98;0
44657;1;61;7;2;2;2;3;3;1.93;0
44658;2;27;8;1;2;3;3;2;3.84;0
44659;1;45;6;1;2;4;3;2;4.88;0
44660;2;59;3;1;1;3;3;3;3.54;0
44661;1;45;3;2;1;2;3;2;5.83;0
44662;1;40;7;3;1;2;3;2;2.77;0
44663;2;67;1;4;1;4;3;1;1.8;0
44664;2;31;4;3;2;2;3;2;6.2;1
44665;1;44;2;2;2;3;3;1;2.6;0
44666;2;36;2;2;2;4;2;2;3.17;0
44667;2;37;9;3;2;2;2;1;3.8;0
44668;1;33;6;2;2;3;3;1;3.51;0
44669;2;50;1;1;2;4;3;1;1.33;0
44670;1;48;7;3;2;3;1;3;5.18;0
44671;1;21;5;2;2;2;3;2;3.93;0
44672;2;26;5;1;2;1;2;3;3.94;0
44673;1;31;2;4;2;2;1;3;3.18;1
44674;1;42;4;1;2;3;3;2;1.49;0
44675;1;56;4;2;2;3;1;1;1.88;0
44676;2;38;5;3;1;2;3;2;1.77;0
44677;1;46;9;4;1;2;1;2;4.19;0
44678;2;48;3;4;1;4;1;2;0.29;0
44679;2;49;6;2;2;2;3;2;2.17;0
44680;2;33;9;1;2;2;3;3;3.08;0
44681;1;33;5;1;2;3;3;2;1.71;0
44682;2;72;7;1;1;3;1;2;0.36;0
44683;1;28;6;1;1;1;2;3;4.3;0
44684;1;34;6;3;1;1;3;2;1.14;0
44685;1;25;4;4;1;2;1;2;0.24;0
44686;2;44;1;1;1;3;1;2;4.73;0
44687;1;52;9;2;2;3;1;1;3.57;0
44688;1;39;7;1;1;3;1;2;1.79;0
44689;1;29;6;3;1;2;3;1;2.61;1
44690;1;42;7;3;2;2;2;3;2.82;0
44691;1;18;5;2;2;3;3;2;2.54;0
44692;2;54;5;4;2;1;3;1;0.89;0
44693;2;61;5;2;2;3;1;1;3.41;0
44694;2;53;11;1;1;1;3;3;1.69;0
44695;2;51;5;1;2;1;3;1;4.42;0
44696;2;44;9;1;2;1;1;2;6.86;0
44697;1;49;5;4;2;4;2;1;4.37;0
44698;2;42;0;3;2;1;3;2;3.64;0
44699;2;57;1;3;2;1;3;2;2.86;0
44700;1;43;8;2;2;1;3;1;1.76;0
44701;2;58;8;1;2;2;3;2;0.96;0
44702;2;44;0;4;2;3;2;1;1.87;0
44703;2;24;4;3;1;3;1;1;2.95;0
44704;2;18;2;2;2;2;3;2;4.57;0
44705;1;50;10;3;2;1;3;2;3.7;0
44706;1;52;4;1;2;4;1;1;4.44;0
44707;1;25;9;3;1;2;3;2;2.39;0
44708;1;44;7;2;1;2;3;2;4.48;0
44709;2;39;5;2;2;1;1;2;4.75;0
44710;1;18;5;1;2;2;2;2;1.76;0
44711;2;49;7;2;2;3;3;2;4.79;0
44712;2;50;7;3;1;2;3;2;1.89;0
44713;2;37;5;3;1;3;3;1;2.19;0
44714;1;20;10;2;2;3;3;1;2.64;0
44715;1;30;8;4;2;1;3;2;2.02;0
44716;1;38;6;2;2;1;3;2;4.81;0
44717;2;32;5;2;1;4;2;1;2.68;0
44718;2;71;8;2;2;3;2;2;5.42;0
44719;2;53;3;2;1;2;2;2;2.1;0
44720;2;48;3;3;2;2;3;3;2.97;0
44721;2;26;9;1;1;2;3;1;0.91;0
44722;1;61;5;3;2;2;3;2;2.22;0
44723;2;65;1;2;2;2;1;1;4.99;0
44724;2;22;3;4;1;4;3;3;4.15;0
44725;1;42;3;4;2;2;2;1;4.26;0
44726;2;18;10;2;2;2;3;3;5.93;0
44727;2;41;10;2;1;1;3;1;5.02;0
44728;2;45;8;1;2;4;2;2;3.27;0
44729;1;20;6;3;2;2;2;1;5.47;0
44730;1;19;9;1;2;3;3;2;2.62;0
44731;1;40;4;1;2;2;2;2;1.24;0
44732;1;66;5;2;2;1;1;3;3.18;0
44733;1;64;7;2;2;3;3;2;2.33;0
44734;2;26;8;3;2;3;1;1;2.91;0
44735;2;44;2;2;1;4;3;2;1.62;0
44736;2;26;3;4;2;1;3;1;6.56;0
44737;2;18;3;1;2;2;3;2;4.54;0
44738;1;73;8;2;2;1;1;2;2.73;0
44739;1;31;4;3;2;2;3;2;2.2;0
44740;1;55;5;2;1;3;1;2;3.42;1
44741;1;27;10;1;1;4;3;3;6.21;0
44742;1;40;5;3;2;2;2;3;2.03;0
44743;1;27;10;3;2;4;1;1;0.72;0
44744;2;46;5;3;1;2;2;2;2.78;0
44745;2;46;4;3;2;2;2;1;2.67;0
44746;1;52;5;2;2;3;2;2;1.25;0
44747;1;45;3;3;2;3;3;3;4.51;0
44748;1;27;7;4;2;1;3;3;0.97;0
44749;2;40;7;2;2;1;2;3;2.21;0
44750;2;52;7;2;2;2;1;2;3.91;0
44751;1;45;5;3;2;4;1;2;3.59;0
44752;2;49;8;2;1;3;3;2;2.24;0
44753;2;32;3;1;1;2;1;2;4.47;0
44754;1;42;2;4;2;2;1;3;2.55;0
44755;2;31;0;4;2;4;3;3;3.65;0
44756;2;37;4;1;2;1;3;2;4.25;0
44757;1;42;1;3;1;2;3;1;3.55;0
44758;1;35;4;3;1;2;1;1;2.92;0
44759;1;49;0;1;2;3;3;1;3.86;0
44760;2;68;3;2;1;3;3;1;4.03;0
44761;1;39;6;2;2;2;1;1;3.08;0
44762;1;50;3;1;1;1;3;3;2.91;0
44763;2;50;2;2;1;2;2;1;5.03;0
44764;2;30;1;1;2;2;2;2;2.69;0
44765;1;49;1;2;2;3;2;2;3.29;0
44766;1;36;3;3;1;3;3;2;3.35;0
44767;1;18;1;4;2;3;3;2;2.34;0
44768;1;47;1;1;2;1;3;1;1.85;0
44769;1;47;7;3;2;2;3;1;2.75;0
44770;1;43;5;4;2;3;1;1;3.56;0
44771;1;43;11;2;2;3;1;2;1.6;0
44772;1;62;5;2;1;4;3;3;4.32;0
44773;2;38;1;3;2;1;3;2;6.33;0
44774;2;40;8;3;2;3;2;1;2.62;0
44775;2;21;7;1;2;2;1;3;2.65;0
44776;1;50;3;3;2;1;3;2;1.97;0
44777;1;66;3;2;2;4;3;2;1.53;0
44778;1;52;6;2;2;3;3;2;4.5;0
44779;2;53;6;1;2;4;3;1;3.83;0
44780;2;32;9;3;2;3;1;2;5.54;0
44781;1;44;2;2;2;2;3;1;1.97;0
44782;1;39;7;2;2;4;2;2;3.41;0
44783;2;51;8;2;2;3;3;2;4.1;0
44784;1;47;10;1;2;2;1;1;2.84;0
44785;2;52;5;3;2;2;3;2;1.98;0
44786;1;18;8;2;2;1;1;2;2.92;0
44787;2;51;3;1;2;2;2;1;3.6;0
44788;1;47;3;3;2;2;3;2;3.8;0
44789;2;51;6;4;2;1;2;2;4.61;0
44790;1;35;8;2;2;4;1;3;4.71;0
44791;1;65;6;2;2;2;3;1;0.66;0
44792;1;56;8;2;1;2;1;2;1.45;0
44793;2;56;9;3;2;2;1;1;4.93;0
44794;2;34;5;3;2;3;3;2;4.27;0
44795;1;66;12;2;2;1;2;2;2.23;0
44796;1;52;5;2;2;2;3;1;2.94;0
44797;1;30;0;3;2;2;3;3;2.61;0
44798;2;43;5;1;2;2;3;1;3.75;0
44799;1;44;1;2;1;4;3;2;2.63;0
44800;1;26;5;4;1;4;3;2;4.08;0
44801;2;44;3;3;2;2;1;2;0.08;0
44802;1;18;6;4;2;2;1;2;3.15;0
44803;1;41;6;1;2;2;3;1;3.92;0
44804;1;48;2;2;2;3;2;3;4.46;0
44805;1;31;6;3;2;1;3;2;2.43;0
44806;1;44;4;4;2;1;3;1;4.09;0
44807;1;38;11;3;1;2;3;2;2.49;0
44808;1;20;3;2;2;2;3;2;4.69;0
44809;1;20;4;2;1;3;3;1;2.64;0
44810;1;27;8;4;1;3;3;2;2.52;0
44811;2;36;2;1;2;2;3;1;3.65;0
44812;2;46;7;1;2;2;3;1;3.67;0
44813;2;55;5;3;2;2;2;2;1.78;0
44814;1;40;6;1;2;2;3;2;1.23;0
44815;1;39;5;1;2;1;3;1;0.33;0
44816;2;50;8;3;1;2;2;1;1.89;0
44817;1;19;8;3;2;3;1;2;4.8;0
44818;2;28;5;1;1;1;3;1;4.44;0
44819;1;34;10;4;2;2;1;1;3.14;0
44820;2;37;5;2;1;2;3;2;4.47;0
44821;1;65;6;2;2;3;3;2;3.49;0
44822;1;36;6;1;2;1;3;2;2.28;0
44823;2;57;4;4;2;2;3;3;4.8;0
44824;1;38;3;1;2;2;3;1;1.77;0
44825;1;34;6;4;2;1;3;2;3.84;0
44826;2;36;9;3;2;2;3;3;5.14;0
44827;1;30;0;1;2;2;1;3;3.07;0
44828;1;47;2;1;2;2;2;1;4.04;0
44829;1;41;0;3;2;2;3;3;4.34;0
44830;1;54;4;2;2;2;1;1;2.05;0
44831;1;32;2;3;2;1;1;1;4.2;0
44832;1;31;7;3;1;4;2;2;3.37;0
44833;2;74;1;4;2;1;1;2;3.52;0
44834;1;34;0;2;1;2;3;2;0.63;0
44835;1;59;11;4;2;3;3;3;3.56;0
44836;1;29;7;1;1;3;3;2;2.87;0
44837;2;56;7;3;2;3;3;3;1.83;0
44838;2;46;2;1;2;1;3;1;5.59;0
44839;1;36;8;4;2;3;3;2;3.7;0
44840;1;27;5;2;1;2;3;3;4.09;0
44841;2;50;3;4;1;2;1;2;1.18;0
44842;1;43;7;3;2;3;1;3;2.71;0
44843;2;53;1;3;2;4;1;1;0.65;0
44844;1;53;5;1;2;2;1;1;1.18;0
44845;1;31;6;1;1;3;3;2;3.56;0
44846;2;18;4;3;2;3;1;2;2.92;0
44847;2;30;7;4;1;3;3;2;1.61;0
44848;2;30;0;3;1;4;2;2;3.96;0
44849;2;20;4;1;2;3;3;3;2.49;0
44850;1;48;0;2;1;1;3;2;3.7;0
44851;1;58;9;2;2;2;3;1;3.77;0
44852;2;54;7;2;2;2;1;2;3.53;0
44853;1;32;6;2;2;1;3;2;3.72;0
44854;1;33;2;2;2;2;3;3;3.19;0
44855;2;21;3;3;2;2;3;3;1.71;0
44856;1;46;6;2;2;4;2;2;3.55;0
44857;1;74;3;2;1;2;3;1;3.79;0
44858;2;34;1;1;2;3;3;1;3.39;0
44859;1;56;8;2;2;2;3;1;4.31;0
44860;2;53;8;2;2;2;3;2;0.08;0
44861;2;18;6;1;1;3;2;3;1.39;0
44862;1;49;8;1;2;1;3;1;1.74;0
44863;1;31;5;2;2;2;3;2;2.15;0
44864;1;46;5;1;1;1;3;3;1.92;0
44865;2;45;4;2;2;2;3;1;0.74;0
44866;1;47;0;3;1;2;3;1;2.92;0
44867;2;42;6;1;1;4;3;1;2.71;0
44868;2;37;3;4;2;4;3;2;2.36;0
44869;2;29;6;2;2;2;1;1;0.62;0
44870;1;38;5;2;2;3;1;2;3.9;0
44871;2;66;4;3;1;2;3;2;3.48;0
44872;2;33;7;3;2;4;3;2;3.54;1
44873;2;33;4;4;1;2;2;2;4.87;0
44874;2;28;4;1;1;3;3;2;4.09;0
44875;2;42;6;1;1;2;1;1;3.53;0
44876;2;35;1;2;1;2;2;2;3.59;0
44877;2;55;6;1;2;2;3;1;2.46;0
44878;1;42;7;1;2;4;1;1;2.38;0
44879;1;57;2;2;1;2;2;3;3.27;0
44880;1;45;11;1;1;1;3;2;5.46;0
44881;1;35;5;3;2;2;3;2;0.08;0
44882;1;62;6;3;2;1;3;2;1.78;0
44883;1;66;3;1;2;2;2;2;4.93;0
44884;1;28;10;1;2;1;3;3;1.79;0
44885;2;65;10;3;1;2;2;1;2.87;0
44886;2;25;8;4;2;1;1;1;5.09;0
44887;1;18;6;2;2;2;3;3;3.85;0
44888;1;30;3;1;1;1;2;2;0.08;0
44889;2;56;8;3;2;4;1;2;3.63;0
44890;1;49;0;3;1;3;3;3;3.94;0
44891;1;39;6;1;2;1;3;1;1.29;0
44892;1;25;6;1;2;3;3;1;2.08;0
44893;1;25;6;1;2;3;3;2;2.75;0
44894;2;50;3;4;2;2;3;1;3.27;0
44895;1;30;6;4;2;3;1;3;3.98;1
44896;1;21;5;2;1;4;3;2;4.15;0
44897;1;57;0;1;2;3;1;2;4.85;0
44898;1;47;3;4;2;2;3;2;2.8;0
44899;2;53;5;3;1;3;3;2;1.41;0
44900;2;37;4;2;2;2;1;2;3.36;0
44901;2;30;4;4;1;1;3;2;2.57;0
44902;1;33;8;3;2;2;3;1;6.12;0
44903;1;32;5;3;2;2;3;1;2.97;0
44904;1;36;2;2;2;2;2;2;2.5;0
44905;1;39;8;3;1;2;1;2;3.58;0
44906;2;61;5;2;2;2;2;2;4.67;0
44907;1;26;6;1;2;3;3;3;4.78;0
44908;1;52;2;3;1;3;3;1;2.12;0
44909;1;58;5;2;2;1;3;3;3.56;0
44910;1;28;10;3;2;1;3;2;4.53;0
44911;1;75;1;2;2;2;1;1;3.59;0
44912;1;45;8;2;2;2;3;2;4.78;0
44913;1;39;7;4;1;2;3;2;1.08;0
44914;1;28;5;2;1;4;3;2;3.62;0
44915;1;18;6;2;2;2;3;2;0.42;0
44916;1;40;4;1;1;4;3;2;4.11;0
44917;2;40;1;2;2;2;3;1;5.33;0
44918;2;50;6;2;2;3;3;2;3.45;0
44919;1;20;7;1;2;1;3;2;5.82;0
44920;2;61;4;4;1;1;3;3;0.92;0
44921;1;33;4;4;2;3;2;1;1.27;1
44922;1;50;10;1;2;1;3;3;2.46;0
44923;1;54;4;1;2;1;3;3;2.79;0
44924;1;39;4;2;1;2;3;2;4.18;0
44925;2;34;2;2;2;2;1;1;1.1;0
44926;1;53;2;3;2;3;3;2;4.16;0
44927;2;53;8;2;1;2;3;1;0.08;0
44928;1;58;10;2;1;3;2;1;3;0
44929;1;18;2;2;2;2;3;2;3.63;0
44930;1;39;2;2;2;2;3;2;2.43;0
44931;1;18;8;1;2;3;1;2;2.82;1
44932;1;57;4;1;2;2;3;2;1.9;0
44933;2;58;5;2;2;4;1;2;3.4;0
44934;2;38;0;2;1;2;1;3;5.36;0
44935;2;22;6;2;2;3;3;2;3.22;0
44936;2;60;5;3;2;1;3;1;2.19;0
44937;2;34;8;1;1;2;1;2;2.13;0
44938;1;40;7;2;1;1;2;1;2.2;0
44939;1;29;9;2;1;4;3;2;1.85;0
44940;2;61;7;4;2;2;1;1;2.96;0
44941;1;26;2;4;1;2;1;1;5.27;0
44942;2;45;3;1;2;3;3;2;4.24;0
44943;2;68;7;2;1;2;3;1;5.77;0
44944;1;53;6;4;2;2;1;1;2.02;0
44945;2;46;0;1;2;3;2;1;1.67;0
44946;2;33;4;1;2;3;3;2;3.1;0
44947;2;22;2;4;2;3;1;2;5.66;0
44948;2;32;3;4;2;4;1;2;3.81;0
44949;2;35;4;1;2;2;3;3;2.2;0
44950;2;18;0;2;2;4;3;1;1.21;0
44951;2;18;5;3;2;3;3;1;2.27;0
44952;1;31;4;4;1;2;1;2;2.94;0
44953;2;33;2;3;1;3;3;1;3.23;0
44954;1;57;7;2;2;1;2;2;1.11;0
44955;1;37;8;1;2;2;2;1;4.77;0
44956;2;18;7;2;2;3;2;2;4.72;0
44957;1;61;5;3;2;3;3;1;1.08;0
44958;1;66;4;4;2;1;3;3;1.28;0
44959;2;49;4;1;2;2;1;2;4.69;0
44960;2;68;6;3;2;1;3;1;1.2;0
44961;1;34;3;2;2;2;1;2;2.64;0
44962;1;42;4;3;1;2;2;2;3.41;0
44963;2;42;0;1;2;1;3;3;4.28;1
44964;1;25;7;4;2;1;1;3;1.71;0
44965;2;40;4;1;1;3;1;1;3.41;0
44966;1;33;5;1;1;2;2;2;1.82;0
44967;1;28;9;2;1;3;3;1;2.52;0
44968;1;64;9;1;2;3;2;3;3.34;0
44969;1;35;5;1;2;2;3;1;1.86;0
44970;1;40;0;2;1;2;2;1;1.15;0
44971;1;36;9;1;1;2;1;2;1.33;0
44972;2;51;5;3;2;4;1;3;3.57;0
44973;2;48;3;1;2;2;3;3;1.92;0
44974;2;52;4;2;2;4;3;2;5.46;0
44975;2;24;3;2;2;2;2;2;0.08;0
44976;1;37;6;4;2;3;3;3;0.08;0
44977;2;23;3;2;1;3;3;2;2.82;0
44978;1;56;7;1;2;1;3;2;3.41;0
44979;1;41;6;4;1;3;3;2;1.99;0
44980;1;22;8;2;2;3;3;2;3.92;0
44981;1;34;4;3;2;3;3;2;2.09;0
44982;1;30;3;4;2;4;3;3;3.31;0
44983;2;64;2;2;2;1;2;3;2.15;0
44984;1;52;7;3;1;1;3;2;2.66;0
44985;2;67;6;2;2;2;3;2;2.81;0
44986;1;48;6;3;1;2;3;2;3.24;1
44987;1;50;3;4;1;3;2;2;2.7;0
44988;2;37;6;1;2;1;3;1;4.77;0
44989;2;57;1;3;2;1;1;3;2.17;0
44990;1;56;5;3;2;3;1;1;2.21;0
44991;2;50;4;1;2;3;3;2;5.88;0
44992;2;61;5;3;2;3;2;2;6.35;0
44993;2;35;6;2;2;3;3;1;1.94;0
44994;2;18;5;2;2;3;1;2;0.97;0
44995;1;55;3;2;2;3;3;3;2.9;0
44996;1;56;5;1;2;1;1;1;2.95;0
44997;2;25;5;1;1;3;1;2;2.36;0
44998;2;43;0;2;1;4;2;2;2.61;0
44999;1;41;0;4;2;1;3;3;3.31;0
45000;1;50;1;2;2;3;3;2;1.45;0
45001;2;33;7;2;2;3;1;1;2.98;0
45002;2;48;6;1;1;3;3;3;2.59;0
45003;2;53;3;3;2;2;3;1;1.95;0
45004;2;40;4;1;2;2;1;2;3.45;0
45005;1;65;1;3;1;1;3;3;0.49;0
45006;1;45;6;1;2;1;3;1;2.95;0
45007;1;38;5;2;1;2;3;2;1.82;0
45008;1;48;5;3;2;2;2;1;2.21;0
45009;1;33;5;1;1;2;3;1;2.06;0
45010;2;46;6;1;2;2;3;2;1.53;0
45011;1;37;5;1;2;3;3;2;5.96;0
45012;1;48;7;4;1;3;3;1;2.65;0
45013;1;52;1;2;1;2;3;2;1.69;0
45014;1;32;3;4;2;3;3;2;3.21;0
45015;2;41;5;2;2;3;2;2;4.44;0
45016;1;52;10;2;2;1;1;2;3.41;0
45017;2;41;2;1;2;1;3;2;3.16;0
45018;2;57;10;4;1;3;3;2;7.48;0
45019;1;66;6;2;1;4;3;1;0.16;0
45020;1;72;5;2;1;2;3;2;2.13;0
45021;1;44;5;3;1;2;2;1;3.33;0
45022;2;44;5;2;2;3;2;1;2.77;0
45023;2;32;8;2;2;2;1;2;2.3;1
45024;1;49;0;4;2;3;3;3;3.87;0
45025;1;42;2;2;2;3;3;2;2.37;0
45026;2;50;6;1;2;3;3;1;2.93;0
45027;1;48;2;3;2;3;3;2;5.03;0
45028;2;60;6;4;1;2;3;3;4.11;0
45029;1;60;5;2;2;2;3;1;2.83;0
45030;2;50;7;3;2;3;1;1;0.96;0
45031;2;18;4;3;2;4;3;2;0.47;0
45032;2;31;3;2;2;2;1;3;5.8;0
45033;2;43;3;3;2;3;3;2;4.17;0
45034;1;36;4;1;1;2;3;1;2.29;0
45035;1;48;2;3;2;3;3;1;3.49;0
45036;1;38;6;4;2;2;2;1;3.76;0
45037;1;46;3;4;2;2;3;3;3.51;0
45038;1;47;5;2;2;1;1;2;2.01;0
45039;1;31;3;4;2;3;3;3;3.35;0
45040;1;26;7;1;1;3;3;1;2.91;0
45041;2;28;3;3;2;2;1;2;1.36;0
45042;1;49;10;2;1;2;3;1;2.07;0
45043;2;64;6;2;2;2;3;1;1.81;0
45044;1;24;2;3;2;1;3;1;3.18;0
45045;1;18;8;4;1;2;3;3;4.55;0
45046;1;25;2;3;1;2;3;2;3.21;0
45047;1;49;1;2;2;3;3;3;3.21;0
45048;2;48;2;4;2;1;3;3;3.17;0
45049;2;18;2;3;2;2;3;1;2.88;0
45050;1;27;6;2;2;3;3;3;4.91;0
45051;1;31;4;3;2;2;1;2;1.97;0
45052;1;49;6;1;1;2;3;1;1.79;0
45053;1;50;0;4;2;1;1;2;1.37;0
45054;2;37;3;3;1;2;3;2;3.63;0
45055;1;27;6;1;2;1;3;1;4.24;1
45056;2;24;4;4;1;1;3;2;4.66;0
45057;1;37;5;4;1;3;3;2;4.21;0
45058;1;18;0;1;2;1;3;3;0.71;0
45059;1;33;2;4;2;3;3;2;0.38;0
45060;1;51;8;3;1;3;1;1;2.58;0
45061;1;48;2;1;2;4;1;1;1.22;0
45062;2;41;10;2;1;3;3;2;5.39;0
45063;1;48;5;2;1;2;3;2;1.74;0
45064;2;45;3;2;2;4;3;2;3.19;0
45065;1;58;5;1;2;2;1;2;4.77;0
45066;2;77;7;2;2;1;3;2;4.69;0
45067;1;40;5;4;1;1;3;1;3.01;0
45068;2;41;5;1;2;2;3;2;5.38;0
45069;2;48;9;3;2;2;2;2;3.17;0
45070;2;55;1;2;1;2;2;1;2.07;0
45071;2;43;4;1;2;1;2;1;5.14;0
45072;2;39;6;4;1;1;2;1;3.57;0
45073;2;33;5;1;1;1;2;2;4.73;0
45074;1;23;3;1;2;2;1;1;4.88;0
45075;2;53;5;3;2;3;2;3;2.42;1
45076;1;79;6;1;2;2;1;1;2.8;0
45077;2;70;4;3;2;3;3;2;1.04;0
45078;2;60;1;2;2;2;1;2;2.02;0
45079;2;34;0;1;2;3;3;1;4.12;0
45080;1;18;3;2;2;2;3;2;3;0
45081;2;55;4;2;1;2;1;2;2.88;0
45082;1;50;6;3;2;3;1;2;3.02;0
45083;2;32;0;3;1;2;3;2;4.79;0
45084;2;55;6;1;2;3;3;2;1.68;0
45085;2;31;7;2;1;1;3;2;2.14;0
45086;2;37;5;2;1;3;3;2;0.45;0
45087;1;37;3;3;2;2;3;3;5.58;0
45088;2;48;0;4;1;2;1;3;4.67;0
45089;2;47;3;1;2;1;2;3;0.08;0
45090;2;35;10;2;2;2;3;2;1.6;0
45091;1;45;3;3;2;3;3;1;1.4;0
45092;1;26;4;2;2;2;1;1;1.67;0
45093;1;24;0;3;1;2;3;3;1.59;0
45094;1;33;6;2;2;1;3;1;3.91;0
45095;1;40;10;1;2;3;3;1;4.63;0
45096;2;61;1;2;1;2;3;2;3.81;0
45097;1;46;4;2;2;3;3;3;3.98;0
45098;2;51;11;2;2;2;2;1;3.3;0
45099;1;26;5;2;2;3;3;1;3.07;0
45100;1;76;8;2;2;3;2;2;4.08;0
45101;1;37;6;1;1;2;3;2;2.17;0
45102;2;31;7;2;2;4;3;3;5.52;0
45103;2;30;4;1;1;3;3;1;0.12;0
45104;2;50;3;2;2;3;3;3;4.14;0
45105;1;31;10;2;2;2;3;3;4.5;0
45106;1;21;3;3;1;3;1;2;2.85;0
45107;1;65;7;1;2;2;3;2;1.58;1
45108;1;19;2;2;1;2;2;2;2.85;0
45109;2;51;2;2;2;2;2;1;6.1;0
45110;2;51;5;2;2;2;3;1;4.9;0
45111;1;49;8;1;2;3;2;2;0.08;0
45112;1;39;11;1;2;1;1;1;2.39;0
45113;2;51;3;3;2;2;2;1;5.19;0
45114;2;44;3;3;2;2;3;3;3.33;0
45115;1;73;5;1;2;3;3;2;3.35;0
45116;1;36;4;1;1;3;2;1;7.01;0
45117;2;51;3;1;2;2;3;1;4.81;0
45118;2;18;3;2;1;3;1;2;3.1;0
45119;1;39;7;1;2;1;3;2;2.88;0
45120;2;66;0;1;2;3;3;2;3.85;0
45121;2;20;13;1;2;1;3;2;2.94;0
45122;1;45;4;4;1;2;3;2;3.98;0
45123;2;73;8;1;2;1;1;2;3.1;0
45124;1;37;7;2;2;1;3;2;2;0
45125;1;18;2;1;1;3;2;1;4.79;0
45126;1;49;2;1;2;3;2;2;4.46;0
45127;1;60;3;2;2;1;2;1;0.65;0
45128;2;44;8;2;2;2;2;1;1.84;0
45129;2;54;5;2;1;2;1;2;5.51;0
45130;1;33;4;2;2;3;2;1;2.84;0
45131;2;45;3;1;1;4;3;3;2.69;0
45132;1;26;2;2;2;2;3;2;3.18;1
45133;1;22;2;4;2;3;3;1;2.34;0
45134;1;18;5;2;2;4;1;2;3.27;0
45135;2;31;3;4;2;2;1;2;4.24;0
45136;1;49;8;3;2;3;3;2;2.89;0
45137;2;37;1;1;2;3;3;1;3.42;0
45138;1;35;10;2;2;2;3;2;2.25;0
45139;1;50;1;2;1;1;3;3;3.89;0
45140;2;45;4;1;1;4;2;2;3.47;0
45141;1;23;8;2;2;3;3;1;2.56;0
45142;2;44;4;1;2;4;2;1;2.58;0
45143;1;56;4;3;1;3;2;3;7.74;0
45144;1;30;11;3;1;3;3;1;3.29;0
45145;1;31;8;3;2;3;3;2;1.73;0
45146;2;36;4;3;1;3;3;1;2.4;0
45147;1;21;6;1;2;3;1;2;3.87;0
45148;1;67;5;3;2;3;3;1;1.82;0
